"organizacion","rubro","subrubro","calle","numero","pais","provincia","ciudad","telefono","facebook","web","programa","fecha_distincion","fecha_revalidacion"
"Hotel Intercontinental","Alojamiento","Hotel 5 estrellas","Boulevard Pérez Cuesta Esquina Av Acceso Oeste","S/N","Argentina","Mendoza","Villa Nueva de Guaymallén","(0261) 521-8811",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-08,NA
"Montecatini Ristorante (Centro)","Gastronomía","Restaurante","General Paz","370","Argentina","Mendoza","Mendoza","(0261) 425-2111",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-08,NA
"Montecatini Ristorante (Palmares)","Gastronomía","Restaurante","Palmares Open Mall","S/N","Argentina","Mendoza","Godoy Cruz",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-08,NA
"Hotel Internacional","Alojamiento","Hotel sin categorizar","Sarmiento","720","Argentina","Mendoza","Mendoza","(0261) 425-5600",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-08,NA
"Verolio","Gastronomía","Restaurante","Sarmiento","720","Argentina","Mendoza","Mendoza","(0261) 425-5600",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-08,NA
"Antares Brew Pub","Gastronomía","Bar","A Villanueva","153","Argentina","Mendoza","Mendoza","(261) 423-8327",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-08,NA
"Azafrán","Gastronomía","Restaurante","Sarmiento","765","Argentina","Mendoza","Mendoza","(0261) 429-4200",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-08,NA
"Bodegas Los Toneles (Turismo)","Enoturismo","Producción y Degustación","Acceso Este Lateral Norte","1360","Argentina","Mendoza","Mendoza","(0261) 431-0403",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-08,NA
"Balcarce (Sucursal La Joaquina)","Gastronomía","Confitería","Avenida del Viento Chorrillero","S/N","Argentina","San Luis","Juana Koslay","(0266) 445-0825",NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2014-09-18,NA
"Cabañas Mirando Los Cerros","Alojamiento","Cabañas","Ruta 18","Km 145","Argentina","San Luis","Juana Koslay","(0266) 4449-0079",NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2014-09-18,NA
"Restaurant El Tomi","Gastronomía","Restaurante","Avenida del Viento Chorrillero","631","Argentina","San Luis","Juana Koslay","(0266) 445-0470",NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2014-09-18,NA
"La Posada Koslayna","Alojamiento","Posada","Autopista los Puquios y Acceso San Roque","S/N","Argentina","San Luis","Juana Koslay",NA,NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2014-09-18,NA
"Municipalidad de Juana Koslay","Organismo Público","Municipalidad","Avenida del Portezuelo","S/N","Argentina","San Luis","Juana Koslay","(0266) 449-0251",NA,NA,"Directrices de Gestión Ambiental para Municipios Turísticos",2014-09-18,NA
"Parque Monumento al Pueblo Puntano de la Independencia","Actividad Cultural","Museo","Las Chacras","S/N","Argentina","San Luis","Juana Koslay","(0266) 467-8233",NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2014-09-18,NA
"Cabañas Río Molle","Alojamiento","Cabañas","Avenida Dr Gianfrancisco – La Ovejería","S/N","Argentina","Tucumán","Tafí del Valle",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Campo del Molino Turismo Rural","Comercio turístico","Dulces","Ruta 307","Km 57","Argentina","Tucumán","Tafí del Valle","(0381) 409-2930",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Cabañas Balcones de Tafi","Alojamiento","Cabañas","Ruta Provincial 325","Km 2","Argentina","Tucumán","Tafí del Valle",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"La Posada de Tafi","Alojamiento","Cabañas","Ruta 307","Km 62","Argentina","Tucumán","Tafí del Valle",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"La Aldea de Tafi","Alojamiento","Hotel sin categorizar","Menhires","191","Argentina","Tucumán","Tafí del Valle","(0381) 409-2930",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Flor de Sauco Casa de Té","Gastronomía","Casa de Té","Avenida Miguel Crito","S/N","Argentina","Tucumán","Tafí del Valle",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Cabañas Paqarina","Alojamiento","Cabañas","Ruta 307","Km 60","Argentina","Tucumán","Tafí del Valle",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"La Cumbre Hostel","Alojamiento","Hostel","Perón","120","Argentina","Tucumán","Tafí del Valle","(0386) 742-1768",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Yunga Adventure And Travel","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Perón","120","Argentina","Tucumán","Tafí del Valle","(03867) 42-1768",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Cabañas Ernes Huasi","Alojamiento","Cabañas","Ruta 307","Km 61","Argentina","Tucumán","Tafí del Valle",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Estancia los Cuartos","Alojamiento","Estancia","Avenida Miguel Crito","S/N","Argentina","Tucumán","Tafí del Valle",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Estancia Las Carreras","Alojamiento","Estancia","Ruta Provincial 325","Km 13","Argentina","Tucumán","Tafí del Valle","(03867) 42-1800",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Posada la Guadalupe","Alojamiento","Hostería","Lola Mora","650","Argentina","Tucumán","Tafí del Valle","(03867) 42-1329",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Hostería Lunahuana","Alojamiento","Hostería","Avenida Miguel Crito","S/N","Argentina","Tucumán","Tafí del Valle","(0386) 742-1360",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Estancia Las Tacanas","Alojamiento","Hotel sin categorizar","Presidente Perón","372","Argentina","Tucumán","Tafí del Valle","(03867) 42-1821",NA,NA,"Sistema Inicial de Gestión Organizacional",2014-09-24,NA
"Wanderlust Expediciones","Agencia de Viajes","Empresa de Viajes y Turismo (EVT) Receptiva","Esmeralda","614","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 52184856",NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2016-06-29,NA
"Parque Nacional Tierra del Fuego - Bahía Lapataia y Sendero Castorera","Área Natural Protegida","Parque Nacional","San Martín","1395","Argentina","Tierra del Fuego","Ushuaia","(02901) 42-1315",NA,NA,"Directrices de Accesibilidad",2012-06-08,2023-06-14
